MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU00335	no	Nd|NEUDI1_96723	no	Nt|NEUTE1_63496,NEUTE1_63498	no,no
Nc|NCU00336	no	Nd|NEUDI1_96723	no	Nt|NEUTE1_63498	no
Nc|NCU00337	no	Nd|NEUDI1_78365	no	Nt|NEUTE1_63501	no
Nc|NCU00338	no	Nd|NEUDI1_125912	no	Nt|NEUTE1_100918	no
Nc|NCU00339	no	Nd|NEUDI1_125911	no	Nt|NEUTE1_42746	no
Nc|NCU00340	no	Nd|NEUDI1_78358	no	Nt|NEUTE1_63506	no
Nc|NCU00343	no	NONE	NA	Nt|NEUTE1_100921	no
Nc|NCU00344	no	Nd|NEUDI1_110561	no	Nt|NEUTE1_100922	no
Nc|NCU00345	no	Nd|NEUDI1_96709	no	Nt|NEUTE1_146509	no
Nc|NCU00346	no	Nd|NEUDI1_58442	no	Nt|NEUTE1_42660	no
Nc|NCU00347	no	Nd|NEUDI1_155334,NEUDI1_24051	no,no	Nt|NEUTE1_63516	no
Nc|NCU00348	no	Nd|NEUDI1_155334	no	Nt|NEUTE1_122358	no
Nc|NCU00349	no	Nd|NEUDI1_78343,NEUDI1_59678	no,no	Nt|NEUTE1_63521,NEUTE1_117040	no,no
Nc|NCU00350	no	Nd|NEUDI1_78343	no	Nt|NEUTE1_117040	no
Nc|NCU00351	no	Nd|NEUDI1_155331	no	Nt|NEUTE1_82208	no
Nc|NCU00352	no	Nd|NEUDI1_78337	no	Nt|NEUTE1_82209	no
Nc|NCU00353	no	NONE	NA	NONE	NA
Nc|NCU00354	no	Nd|NEUDI1_59321	no	Nt|NEUTE1_42120	no
Nc|NCU00355	no	Nd|NEUDI1_155329	no	Nt|NEUTE1_63531	no
Nc|NCU00356	no	Nd|NEUDI1_58402	no	Nt|NEUTE1_122364	no
Nc|NCU00357	no	Nd|NEUDI1_78329	no	Nt|NEUTE1_146519	no
Nc|NCU00358	no	Nd|NEUDI1_166892	no	Nt|NEUTE1_146520	no
Nc|NCU00359	no	Nd|NEUDI1_155325,NEUDI1_166892	no,no	Nt|NEUTE1_146520,NEUTE1_117042	no,no
Nc|NCU00360	no	Nd|NEUDI1_96677	no	Nt|NEUTE1_146522	no
Nc|NCU00361	no	Nd|NEUDI1_96677	no	Nt|NEUTE1_146522	no
Nc|NCU00362	no	Nd|NEUDI1_110544	no	Nt|NEUTE1_129848	no
Nc|NCU00363	no	NONE	NA	Nt|NEUTE1_42052	no
Nc|NCU00364	no	Nd|NEUDI1_96668	no	Nt|NEUTE1_82233	no
Nc|NCU00365	no	Nd|NEUDI1_96668	no	Nt|NEUTE1_94947	no
Nc|NCU00366	no	Nd|NEUDI1_166888	no	Nt|NEUTE1_63560	no
Nc|NCU00367	no	Nd|NEUDI1_138813	no	Nt|NEUTE1_137828	no
Nc|NCU00368	no	Nd|NEUDI1_24034,NEUDI1_166887	no,no	Nt|NEUTE1_82244	no
Nc|NCU00369	no	Nd|NEUDI1_166886,NEUDI1_78302	no,no	Nt|NEUTE1_63566	no
Nc|NCU00370	no	Nd|NEUDI1_138809	no	Nt|NEUTE1_82248	no
Nc|NCU00371	no	Nd|NEUDI1_166885	no	Nt|NEUTE1_63568	no
Nc|NCU00372	no	Nd|NEUDI1_78296	no	Nt|NEUTE1_122379	no
Nc|NCU00373	no	Nd|NEUDI1_125887	no	Nt|NEUTE1_82256	no
Nc|NCU00375	no	NONE	NA	Nt|NEUTE1_100953	no
Nc|NCU00376	no	Nd|NEUDI1_78292	no	Nt|NEUTE1_146535	no
Nc|NCU00377	no	Nd|NEUDI1_78288	no	Nt|NEUTE1_122382	no
Nc|NCU00378	no	Nd|NEUDI1_96641	no	Nt|NEUTE1_42209	no
Nc|NCU00379	no	Nd|NEUDI1_78282	no	Nt|NEUTE1_82267	no
Nc|NCU00380	no	Nd|NEUDI1_12453	no	Nt|NEUTE1_100959	no
Nc|NCU00382	no	Nd|NEUDI1_125879	no	Nt|NEUTE1_117050,NEUTE1_82277,NEUTE1_100964	no,no,no
Nc|NCU00384	no	NONE	NA	Nt|NEUTE1_100965	no
Nc|NCU00385	no	Nd|NEUDI1_166880	no	Nt|NEUTE1_117051	no
Nc|NCU00386	no	Nd|NEUDI1_59242	no	Nt|NEUTE1_100967	no
Nc|NCU00387	no	Nd|NEUDI1_96625	no	Nt|NEUTE1_82283	no
Nc|NCU00388	no	Nd|NEUDI1_78262	no	Nt|NEUTE1_82289	no
Nc|NCU00389	no	Nd|NEUDI1_96616,NEUDI1_24015	no,no	Nt|NEUTE1_82292	no
Nc|NCU00391	no	NONE	NA	Nt|NEUTE1_100972	no
Nc|NCU00392	no	Nd|NEUDI1_78257	no	Nt|NEUTE1_137852	no
Nc|NCU00395	no	Nd|NEUDI1_78247	no	Nt|NEUTE1_82299	no
Nc|NCU00396	no	Nd|NEUDI1_125869,NEUDI1_59235	no,no	Nt|NEUTE1_82300	no
Nc|NCU00397	no	Nd|NEUDI1_166872	no	Nt|NEUTE1_146552	no
Nc|NCU00398	no	Nd|NEUDI1_78241	no	Nt|NEUTE1_122399	no
Nc|NCU00399	no	NONE	NA	Nt|NEUTE1_117057	no
Nc|NCU00400	no	Nd|NEUDI1_24004	no	Nt|NEUTE1_122401	no
Nc|NCU00401	no	Nd|NEUDI1_78238	no	Nt|NEUTE1_100982,NEUTE1_41271	no,no
Nc|NCU00403	no	Nd|NEUDI1_78234	no	Nt|NEUTE1_122404	no
Nc|NCU00404	no	Nd|NEUDI1_96586	no	Nt|NEUTE1_122405	no
Nc|NCU00405	no	Nd|NEUDI1_161638	no	Nt|NEUTE1_94965	no
Nc|NCU00406	no	Nd|NEUDI1_155286	no	Nt|NEUTE1_82324	no
Nc|NCU00407	no	Nd|NEUDI1_155285	no	Nt|NEUTE1_122408	no
Nc|NCU00408	no	Nd|NEUDI1_125861	no	Nt|NEUTE1_137867,NEUTE1_117062	no,no
Nc|NCU00409	no	Nd|NEUDI1_125860	no	Nt|NEUTE1_146563	no
Nc|NCU00410	no	Nd|NEUDI1_166865	no	Nt|NEUTE1_122411	no
Nc|NCU00411	no	Nd|NEUDI1_166864	no	Nt|NEUTE1_122412	no
Nc|NCU00412	no	Nd|NEUDI1_155282	no	Nt|NEUTE1_146566	no
Nc|NCU00413	no	Nd|NEUDI1_166861	no	Nt|NEUTE1_146567	no
Nc|NCU00414	no	Nd|NEUDI1_166860	no	Nt|NEUTE1_63665	no
Nc|NCU00415	no	Nd|NEUDI1_125854	no	Nt|NEUTE1_146569	no
Nc|NCU00416	no	Nd|NEUDI1_34410	no	Nt|NEUTE1_82351	no
Nc|NCU00417	no	Nd|NEUDI1_58973	no	Nt|NEUTE1_101000	no
Nc|NCU00418	no	Nd|NEUDI1_166858	no	Nt|NEUTE1_122420	no
Nc|NCU00419	no	Nd|NEUDI1_96547,NEUDI1_166858	no,no	Nt|NEUTE1_122420	no
Nc|NCU00420	no	Nd|NEUDI1_96546	no	Nt|NEUTE1_82364	no
Nc|NCU00421	no	Nd|NEUDI1_155273	no	Nt|NEUTE1_146575	no
Nc|NCU00422	no	Nd|NEUDI1_155272	no	Nt|NEUTE1_117070	no
Nc|NCU00423	no	Nd|NEUDI1_125846	no	Nt|NEUTE1_129898	no
Nc|NCU00424	no	Nd|NEUDI1_78178	no	Nt|NEUTE1_63690	no
Nc|NCU00425	no	Nd|NEUDI1_138764	no	Nt|NEUTE1_42993	no
Nc|NCU00426	no	Nd|NEUDI1_96532	no	Nt|NEUTE1_24301	no
Nc|NCU00427	no	Nd|NEUDI1_96530	no	Nt|NEUTE1_82373	no
Nc|NCU00428	no	Nd|NEUDI1_125842	no	Nt|NEUTE1_129901	no
Nc|NCU00430	no	Nd|NEUDI1_155266	no	Nt|NEUTE1_63697	no
Nc|NCU00431	no	Nd|NEUDI1_161623	no	Nt|NEUTE1_117075	no
Nc|NCU00432	no	Nd|NEUDI1_78165	no	Nt|NEUTE1_117076	no
Nc|NCU00434	no	Nd|NEUDI1_155263	no	Nt|NEUTE1_122431	no
Nc|NCU00435	no	Nd|NEUDI1_125837	no	Nt|NEUTE1_122432	no
Nc|NCU00436	no	Nd|NEUDI1_96511	no	Nt|NEUTE1_82395	no
Nc|NCU00437	no	Nd|NEUDI1_110477	no	Nt|NEUTE1_82398	no
Nc|NCU00438	no	Nd|NEUDI1_125835	no	Nt|NEUTE1_122435	no
Nc|NCU00439	no	NONE	NA	Nt|NEUTE1_101021,NEUTE1_122435	no,no
Nc|NCU00440	no	Nd|NEUDI1_166849	no	Nt|NEUTE1_117079,NEUTE1_117080	no,no
Nc|NCU00441	no	Nd|NEUDI1_96505	no	Nt|NEUTE1_122438	no
Nc|NCU00442	no	Nd|NEUDI1_96501	no	Nt|NEUTE1_63723	no
Nc|NCU00443	no	Nd|NEUDI1_166847	no	Nt|NEUTE1_117084	no
Nc|NCU00444	no	Nd|NEUDI1_96496	no	Nt|NEUTE1_82414	no
Nc|NCU00445	no	Nd|NEUDI1_125829	no	Nt|NEUTE1_146594	no
Nc|NCU00446	no	Nd|NEUDI1_125828	no	Nt|NEUTE1_110299	no
Nc|NCU00447	no	Nd|NEUDI1_166844	no	Nt|NEUTE1_146595	no
Nc|NCU00448	no	Nd|NEUDI1_23956	no	Nt|NEUTE1_117086,NEUTE1_82422	no,no
Nc|NCU00449	no	Nd|NEUDI1_166843,NEUDI1_59619	no,no	Nt|NEUTE1_42678	no
Nc|NCU00450	no	Nd|NEUDI1_78127	no	Nt|NEUTE1_146597	no
Nc|NCU00451	no	Nd|NEUDI1_23953	no	Nt|NEUTE1_101034,NEUTE1_146597	no,no
Nc|NCU00453	no	Nd|NEUDI1_166841	no	Nt|NEUTE1_82426	no
Nc|NCU00454	no	Nd|NEUDI1_125822	no	Nt|NEUTE1_82429	no
Nc|NCU00455	no	Nd|NEUDI1_125821	no	Nt|NEUTE1_63748	no
Nc|NCU00456	no	Nd|NEUDI1_166835	no	Nt|NEUTE1_117089	no
Nc|NCU00457	no	Nd|NEUDI1_166834	no	Nt|NEUTE1_82438	no
Nc|NCU00458	no	Nd|NEUDI1_166833	no	Nt|NEUTE1_101041	no
Nc|NCU00459	no	Nd|NEUDI1_125818	no	Nt|NEUTE1_129927,NEUTE1_122454	no,no
Nc|NCU00461	no	Nd|NEUDI1_58659	no	Nt|NEUTE1_63763	no
Nc|NCU00462	no	NONE	NA	NONE	NA
Nc|NCU00463	no	Nd|NEUDI1_78104	no	Nt|NEUTE1_82447	no
Nc|NCU00464	no	Nd|NEUDI1_161600	no	Nt|NEUTE1_94996	no
Nc|NCU00465	no	Nd|NEUDI1_96452	no	Nt|NEUTE1_129931	no
Nc|NCU00466	no	Nd|NEUDI1_110453	no	Nt|NEUTE1_82458	no
Nc|NCU00467	no	Nd|NEUDI1_110452	no	Nt|NEUTE1_82458	no
Nc|NCU00468	no	Nd|NEUDI1_78090	no	Nt|NEUTE1_63778	no
Nc|NCU00469	no	Nd|NEUDI1_125809,NEUDI1_96442	no,no	Nt|NEUTE1_82464,NEUTE1_63784	no,no
Nc|NCU00470	no	Nd|NEUDI1_125809,NEUDI1_96442	no,no	Nt|NEUTE1_82464,NEUTE1_63784	no,no
Nc|NCU00471	no	Nd|NEUDI1_110448	no	Nt|NEUTE1_82471	no
Nc|NCU00472	no	Nd|NEUDI1_125807	no	Nt|NEUTE1_117095	no
Nc|NCU00473	no	Nd|NEUDI1_78078	no	Nt|NEUTE1_82475	no
Nc|NCU00474	no	Nd|NEUDI1_59853,NEUDI1_23932	no,no	Nt|NEUTE1_41339	no
Nc|NCU00475	no	Nd|NEUDI1_155229	no	Nt|NEUTE1_82483	no
Nc|NCU00476	no	Nd|NEUDI1_155229	no	Nt|NEUTE1_82483	no
Nc|NCU00477	no	Nd|NEUDI1_96424	no	Nt|NEUTE1_82484	no
Nc|NCU00478	no	Nd|NEUDI1_96421	no	Nt|NEUTE1_122470	no
Nc|NCU00480	no	Nd|NEUDI1_155225	no	Nt|NEUTE1_122471	no
Nc|NCU00481	no	Nd|NEUDI1_78061	no	Nt|NEUTE1_82494	no
Nc|NCU00483	no	Nd|NEUDI1_125800	no	Nt|NEUTE1_101062	no
Nc|NCU00484	no	Nd|NEUDI1_161586	no	Nt|NEUTE1_63814	no
Nc|NCU00485	no	Nd|NEUDI1_59256	no	Nt|NEUTE1_122474	no
Nc|NCU00486	no	Nd|NEUDI1_138712	no	Nt|NEUTE1_41277	no
Nc|NCU00487	no	Nd|NEUDI1_138711	no	Nt|NEUTE1_82502	no
Nc|NCU00488	no	Nd|NEUDI1_166813	no	Nt|NEUTE1_117101	no
Nc|NCU00489	no	Nd|NEUDI1_166812	no	Nt|NEUTE1_122479	no
Nc|NCU00490	no	Nd|NEUDI1_96396	no	Nt|NEUTE1_122480	no
Nc|NCU00491	no	Nd|NEUDI1_78039	no	Nt|NEUTE1_101071	no
Nc|NCU00492	no	Nd|NEUDI1_23916	no	Nt|NEUTE1_63833	no
Nc|NCU00493	no	Nd|NEUDI1_166808	no	Nt|NEUTE1_117104	no
Nc|NCU00494	no	Nd|NEUDI1_78032	no	Nt|NEUTE1_122482	no
Nc|NCU00495	no	Nd|NEUDI1_96386	no	Nt|NEUTE1_82524	no
Nc|NCU00496	no	Nd|NEUDI1_155210	no	Nt|NEUTE1_110344	no
Nc|NCU00497	no	Nd|NEUDI1_78025	no	Nt|NEUTE1_122485	no
Nc|NCU00498	no	Nd|NEUDI1_96380	no	Nt|NEUTE1_122486	no
Nc|NCU00499	no	Nd|NEUDI1_166472	no	Nt|NEUTE1_119202,NEUTE1_119203	no,no
Nc|NCU00500	no	NONE	NA	Nt|NEUTE1_106385	no
Nc|NCU00501	no	Nd|NEUDI1_95070	no	Nt|NEUTE1_92790	no
Nc|NCU00502	no	Nd|NEUDI1_166470	no	Nt|NEUTE1_119204	no
Nc|NCU00503	no	Nd|NEUDI1_125271	no	Nt|NEUTE1_74097	no
Nc|NCU00504	no	Nd|NEUDI1_125270	no	Nt|NEUTE1_150775	no
Nc|NCU00505	no	Nd|NEUDI1_125270	no	Nt|NEUTE1_150775	no
Nc|NCU00506	no	Nd|NEUDI1_166468	no	Nt|NEUTE1_133856	no
Nc|NCU00509	no	Nd|NEUDI1_125267	no	Nt|NEUTE1_106392	no
Nc|NCU00510	no	NONE	NA	Nt|NEUTE1_106393	no
Nc|NCU00512	no	Nd|NEUDI1_154678	no	Nt|NEUTE1_74112	no
Nc|NCU00513	no	Nd|NEUDI1_154678	no	Nt|NEUTE1_150780	no
Nc|NCU00515	no	Nd|NEUDI1_125264	no	Nt|NEUTE1_126782	no
Nc|NCU00516	no	NONE	NA	Nt|NEUTE1_119207	no
Nc|NCU00517	no	Nd|NEUDI1_125263	no	Nt|NEUTE1_126784	no
Nc|NCU00518	no	Nd|NEUDI1_125263	no	Nt|NEUTE1_74122	no
Nc|NCU00519	no	Nd|NEUDI1_166463	no	Nt|NEUTE1_133863	no
Nc|NCU00520	no	Nd|NEUDI1_76677	no	Nt|NEUTE1_74127	no
Nc|NCU00521	no	Nd|NEUDI1_166461	no	Nt|NEUTE1_74131,NEUTE1_133866	no,no
Nc|NCU00522	no	Nd|NEUDI1_166461	no	Nt|NEUTE1_74131,NEUTE1_133866	no,no
Nc|NCU00523	no	Nd|NEUDI1_99113	no	Nt|NEUTE1_92837	no
Nc|NCU00524	no	NONE	NA	Nt|NEUTE1_106405	no
Nc|NCU00525	no	Nd|NEUDI1_61235	no	Nt|NEUTE1_52494	no
Nc|NCU00526	no	NONE	NA	Nt|NEUTE1_133868	no
Nc|NCU00527	no	Nd|NEUDI1_25265	no	Nt|NEUTE1_119209	no
Nc|NCU00528	no	Nd|NEUDI1_139895	no	Nt|NEUTE1_92846	no
Nc|NCU00529	no	NONE	NA	Nt|NEUTE1_52899	no
Nc|NCU00530	no	NONE	NA	Nt|NEUTE1_51855	no
Nc|NCU00531	no	NONE	NA	Nt|NEUTE1_18814	no
Nc|NCU00532	no	NONE	NA	Nt|NEUTE1_51317	no
Nc|NCU00533	no	Nd|NEUDI1_111650	no	Nt|NEUTE1_55461	no
Nc|NCU00534	no	NONE	NA	Nt|NEUTE1_150792	no
Nc|NCU00535	no	Nd|NEUDI1_139893	no	Nt|NEUTE1_92849	no
Nc|NCU00536	no	Nd|NEUDI1_80738	no	Nt|NEUTE1_92850	no
Nc|NCU00537	no	Nd|NEUDI1_162282	no	Nt|NEUTE1_106413	no
Nc|NCU00538	no	Nd|NEUDI1_99099,NEUDI1_167503	no,no	Nt|NEUTE1_126796	no
Nc|NCU00541	no	Nd|NEUDI1_111644	no	Nt|NEUTE1_74162	no
Nc|NCU00542	no	Nd|NEUDI1_156309	no	Nt|NEUTE1_74165	no
Nc|NCU00543	no	Nd|NEUDI1_25252	no	Nt|NEUTE1_55444	no
Nc|NCU00545	no	Nd|NEUDI1_99090	no	Nt|NEUTE1_92865	no
Nc|NCU00547	no	Nd|NEUDI1_99088	no	Nt|NEUTE1_74167	no
Nc|NCU00548	no	Nd|NEUDI1_25249	no	Nt|NEUTE1_92869,NEUTE1_74174	no,no
Nc|NCU00549	no	Nd|NEUDI1_126841	no	Nt|NEUTE1_133882	no
Nc|NCU00550	no	Nd|NEUDI1_126841	no	Nt|NEUTE1_150806	no
Nc|NCU00551	no	Nd|NEUDI1_167499	no	NONE	NA
Nc|NCU00552	no	Nd|NEUDI1_167498	no	Nt|NEUTE1_92886	no
Nc|NCU00553	no	Nd|NEUDI1_156302	no	Nt|NEUTE1_74189	no
Nc|NCU00554	no	Nd|NEUDI1_167496	no	Nt|NEUTE1_92891	no
Nc|NCU00556	no	Nd|NEUDI1_99060	no	Nt|NEUTE1_92899	no
Nc|NCU00557	no	NONE	NA	NONE	NA
Nc|NCU00558	no	Nd|NEUDI1_126834	no	Nt|NEUTE1_74201	no
Nc|NCU00559	no	Nd|NEUDI1_156297	no	Nt|NEUTE1_92901	no
Nc|NCU00560	no	Nd|NEUDI1_156295	no	Nt|NEUTE1_92904	no
Nc|NCU00561	no	Nd|NEUDI1_62380,NEUDI1_156295	no,no	Nt|NEUTE1_126815	no
Nc|NCU00562	no	Nd|NEUDI1_61714	no	Nt|NEUTE1_92908	no
Nc|NCU00563	no	Nd|NEUDI1_167490,NEUDI1_111624	no,no	Nt|NEUTE1_143304,NEUTE1_92908	no,no
Nc|NCU00564	no	Nd|NEUDI1_167489	no	Nt|NEUTE1_150819	no
Nc|NCU00565	no	Nd|NEUDI1_167489	no	Nt|NEUTE1_150819	no
Nc|NCU00566	no	Nd|NEUDI1_167488	no	Nt|NEUTE1_119223	no
Nc|NCU00567	no	Nd|NEUDI1_80674	no	Nt|NEUTE1_150821	no
Nc|NCU00568	no	Nd|NEUDI1_80671	no	Nt|NEUTE1_92923	no
Nc|NCU00569	no	Nd|NEUDI1_167486	no	Nt|NEUTE1_74227,NEUTE1_133901	no,no
Nc|NCU00570	no	Nd|NEUDI1_167486	no	Nt|NEUTE1_133901	no
Nc|NCU00571	no	Nd|NEUDI1_80661	no	Nt|NEUTE1_74231	no
Nc|NCU00572	no	Nd|NEUDI1_99024	no	Nt|NEUTE1_133903	no
Nc|NCU00573	no	Nd|NEUDI1_61590	no	Nt|NEUTE1_119226	no
Nc|NCU00574	no	NONE	NA	NONE	NA
Nc|NCU00575	no	Nd|NEUDI1_167482	no	Nt|NEUTE1_126829	no
Nc|NCU00576	no	Nd|NEUDI1_126818	no	Nt|NEUTE1_92946	no
Nc|NCU00577	no	Nd|NEUDI1_80649	no	Nt|NEUTE1_126831,NEUTE1_92950	no,no
Nc|NCU00578	no	Nd|NEUDI1_111609,NEUDI1_80649	no,no	Nt|NEUTE1_92950	no
Nc|NCU00579	no	Nd|NEUDI1_156280	no	Nt|NEUTE1_150833	no
Nc|NCU00580	no	Nd|NEUDI1_99007	no	Nt|NEUTE1_133908	no
Nc|NCU00581	no	Nd|NEUDI1_99003	no	Nt|NEUTE1_74258	no
Nc|NCU00582	no	Nd|NEUDI1_167480	no	Nt|NEUTE1_92963	no
Nc|NCU00583	no	NONE	NA	Nt|NEUTE1_106460	no
Nc|NCU00584	no	Nd|NEUDI1_156275	no	Nt|NEUTE1_74264	no
Nc|NCU00585	no	Nd|NEUDI1_139851	no	Nt|NEUTE1_126839,NEUTE1_53791	no,no
Nc|NCU00586	no	Nd|NEUDI1_167479	no	Nt|NEUTE1_92972	no
Nc|NCU00587	no	Nd|NEUDI1_167478	no	Nt|NEUTE1_92974	no
Nc|NCU00589	no	Nd|NEUDI1_167477	no	Nt|NEUTE1_92977,NEUTE1_74278	no,no
Nc|NCU00590	no	Nd|NEUDI1_167476,NEUDI1_167477	no,no	Nt|NEUTE1_74278	no
Nc|NCU00591	no	Nd|NEUDI1_126805,NEUDI1_80616	no,no	Nt|NEUTE1_150843	no
Nc|NCU00592	no	Nd|NEUDI1_126805,NEUDI1_80616	no,no	Nt|NEUTE1_150844	no
Nc|NCU00593	no	Nd|NEUDI1_126804	no	Nt|NEUTE1_126848	no
Nc|NCU00594	no	NONE	NA	Nt|NEUTE1_106472	no
Nc|NCU00595	no	Nd|NEUDI1_167474,NEUDI1_167473	no,no	Nt|NEUTE1_92989	no
Nc|NCU00596	no	Nd|NEUDI1_111594	no	Nt|NEUTE1_92991	no
Nc|NCU00597	no	Nd|NEUDI1_167471	no	Nt|NEUTE1_133922	no
Nc|NCU00598	no	Nd|NEUDI1_139840,NEUDI1_62395	no,no	Nt|NEUTE1_53968	no
Nc|NCU00599	no	Nd|NEUDI1_126799	no	Nt|NEUTE1_74299	no
Nc|NCU00600	no	Nd|NEUDI1_98963	no	Nt|NEUTE1_106477	no
Nc|NCU00602	no	Nd|NEUDI1_80593	no	Nt|NEUTE1_115369,NEUTE1_133926	no,no
Nc|NCU00603	no	Nd|NEUDI1_111587	no	Nt|NEUTE1_106479	no
Nc|NCU00604	no	Nd|NEUDI1_167466,NEUDI1_80590	no,no	Nt|NEUTE1_126855	no
Nc|NCU00605	no	Nd|NEUDI1_156257	no	Nt|NEUTE1_93013	no
Nc|NCU00606	no	Nd|NEUDI1_111584	no	Nt|NEUTE1_93015	no
Nc|NCU00607	no	Nd|NEUDI1_25195,NEUDI1_162243	no,no	Nt|NEUTE1_53477,NEUTE1_93015	no,no
Nc|NCU00608	no	Nd|NEUDI1_98948	no	Nt|NEUTE1_126858	no
Nc|NCU00609	no	Nd|NEUDI1_167463	no	Nt|NEUTE1_126859	no
Nc|NCU00611	no	Nd|NEUDI1_61472	no	Nt|NEUTE1_93022	no
Nc|NCU00614	no	Nd|NEUDI1_80573	no	Nt|NEUTE1_93026	no
Nc|NCU00616	no	Nd|NEUDI1_126788	no	Nt|NEUTE1_150861	no
Nc|NCU00617	no	Nd|NEUDI1_126787	no	Nt|NEUTE1_74330	no
Nc|NCU00618	no	Nd|NEUDI1_162239	no	Nt|NEUTE1_97163	no
Nc|NCU00619	no	Nd|NEUDI1_98930,NEUDI1_98928	no,no	Nt|NEUTE1_119239	no
Nc|NCU00620	no	Nd|NEUDI1_98928	no	Nt|NEUTE1_74336	no
Nc|NCU00621	no	Nd|NEUDI1_156247	no	Nt|NEUTE1_74339	no
Nc|NCU00622	no	Nd|NEUDI1_80559	no	Nt|NEUTE1_150867	no
Nc|NCU00623	no	Nd|NEUDI1_80556	no	Nt|NEUTE1_74343	no
Nc|NCU00624	no	Nd|NEUDI1_80553	no	Nt|NEUTE1_74347	no
Nc|NCU00627	no	Nd|NEUDI1_167456	no	Nt|NEUTE1_119243	no
Nc|NCU00628	no	Nd|NEUDI1_156241	no	Nt|NEUTE1_126873	no
Nc|NCU00629	no	Nd|NEUDI1_98904,NEUDI1_25170	no,no	Nt|NEUTE1_52541	no
Nc|NCU00630	no	Nd|NEUDI1_98904	no	Nt|NEUTE1_150876	no
Nc|NCU00631	no	Nd|NEUDI1_126774	no	Nt|NEUTE1_150877	no
Nc|NCU00632	no	Nd|NEUDI1_156238	no	Nt|NEUTE1_126877	no
Nc|NCU00633	no	Nd|NEUDI1_166734	no	Nt|NEUTE1_119246	no
Nc|NCU00634	no	Nd|NEUDI1_166733	no	Nt|NEUTE1_119247	no
Nc|NCU00635	no	Nd|NEUDI1_161503	no	Nt|NEUTE1_126880	no
Nc|NCU00636	no	Nd|NEUDI1_166731	no	Nt|NEUTE1_126880	no
Nc|NCU00638	no	Nd|NEUDI1_166730	no	Nt|NEUTE1_119250,NEUTE1_143376	no,no
Nc|NCU00640	no	NONE	NA	Nt|NEUTE1_53254	no
Nc|NCU00641	no	Nd|NEUDI1_96086	no	Nt|NEUTE1_126882	no
Nc|NCU00642	no	Nd|NEUDI1_155099	no	Nt|NEUTE1_93088	no
Nc|NCU00643	no	Nd|NEUDI1_96080	no	Nt|NEUTE1_93090	no
Nc|NCU00644	no	Nd|NEUDI1_166727	no	Nt|NEUTE1_119251	no
Nc|NCU00645	no	NONE	NA	Nt|NEUTE1_106514	no
Nc|NCU00646	no	Nd|NEUDI1_96073	no	Nt|NEUTE1_143381	no
Nc|NCU00648	no	Nd|NEUDI1_125662	no	Nt|NEUTE1_93099	no
Nc|NCU00649	no	Nd|NEUDI1_155095	no	Nt|NEUTE1_93100	no
Nc|NCU00650	no	Nd|NEUDI1_96064	no	Nt|NEUTE1_150889	no
Nc|NCU00651	no	Nd|NEUDI1_77704	no	Nt|NEUTE1_126890	no
Nc|NCU00652	no	Nd|NEUDI1_56690	no	Nt|NEUTE1_150891	no
Nc|NCU00653	no	Nd|NEUDI1_23678	no	Nt|NEUTE1_106523	no
Nc|NCU00654	no	Nd|NEUDI1_161493	no	Nt|NEUTE1_150892	no
Nc|NCU00655	no	Nd|NEUDI1_96053,NEUDI1_96056	no,no	Nt|NEUTE1_133965	no
Nc|NCU00656	no	Nd|NEUDI1_96053,NEUDI1_96056	no,no	Nt|NEUTE1_133965	no
Nc|NCU00657	no	Nd|NEUDI1_155088	no	Nt|NEUTE1_51737	no
Nc|NCU00658	no	Nd|NEUDI1_166721	no	NONE	NA
Nc|NCU00659	no	Nd|NEUDI1_77689	no	Nt|NEUTE1_93121,NEUTE1_93126	no,no
Nc|NCU00660	no	Nd|NEUDI1_77689	no	Nt|NEUTE1_93126	no
Nc|NCU00662	no	Nd|NEUDI1_57851	no	Nt|NEUTE1_51966	no
Nc|NCU00663	no	Nd|NEUDI1_23668	no	Nt|NEUTE1_119258	no
Nc|NCU00664	no	Nd|NEUDI1_96035	no	Nt|NEUTE1_74432	no
Nc|NCU00665	no	Nd|NEUDI1_96035	no	Nt|NEUTE1_74432	no
Nc|NCU00666	no	Nd|NEUDI1_96032	no	Nt|NEUTE1_93136	no
Nc|NCU00667	no	Nd|NEUDI1_77674	no	Nt|NEUTE1_93137	no
Nc|NCU00668	no	Nd|NEUDI1_77671	no	Nt|NEUTE1_93142	no
Nc|NCU00669	no	Nd|NEUDI1_125645	no	Nt|NEUTE1_89662	no
Nc|NCU00670	no	Nd|NEUDI1_161485	no	Nt|NEUTE1_118569	no
Nc|NCU00671	no	Nd|NEUDI1_23659	no	Nt|NEUTE1_118569,NEUTE1_149556	no,no
Nc|NCU00673	no	Nd|NEUDI1_166712	no	Nt|NEUTE1_118570	no
Nc|NCU00674	no	Nd|NEUDI1_155074	no	Nt|NEUTE1_89672	no
Nc|NCU00675	no	Nd|NEUDI1_96010	no	Nt|NEUTE1_89673	no
Nc|NCU00676	no	Nd|NEUDI1_96008	no	Nt|NEUTE1_89676	no
Nc|NCU00677	no	Nd|NEUDI1_125638	no	Nt|NEUTE1_70989	no
Nc|NCU00678	no	Nd|NEUDI1_58049	no	Nt|NEUTE1_53729	no
Nc|NCU00679	no	Nd|NEUDI1_125636	no	Nt|NEUTE1_52977,NEUTE1_104917	no,no
