GENE	LEN
NCU03506	173
NCU04522	237
NCU01798	889
NCU02341	363
NCU02356	1167
NCU07990	855
NCU10273	365
NCU00448	726
NCU08887	1067
NCU01462	306
NCU02376	350
NCU08513	112
NCU07838	75
NCU07822	341
NCU07945	690
NCU06430	619
NCU05757	276
NCU06531	540
NCU02653	529
NCU03789	566
NCU06381	406
NCU06177	772
NCU09070	301
NCU04353	704
NCU05305	234
NCU01861	359
NCU09547	560
NCU05991	475
NCU11204	536
NCU03965	643
NCU01304	850
NCU12137	84
NCU00638	228
NCU01700	149
NCU10291	724
NCU01471	401
NCU00568	564
NCU00803	494
NCU02042	468
NCU06839	373
NCU03658	1059
NCU07925	283
NCU09244	1294
NCU09730	928
NCU02524	1464
NCU01184	415
NCU00877	118
NCU08856	352
NCU03496	707
NCU04445	1217
NCU01851	223
NCU11928	302
NCU04339	316
NCU01420	384
NCU00734	257
NCU00564	113
NCU03703	186
NCU03652	1548
NCU01243	604
NCU02296	566
NCU00295	663
NCU01647	298
NCU00913	504
NCU02129	153
NCU01441	191
NCU07177	134
NCU03365	694
NCU01121	197
NCU10997	176
NCU09553	316
NCU04356	314
NCU02240	322
NCU05803	2692
NCU01306	390
NCU00010	1053
NCU07825	682
NCU04016	305
NCU05011	2346
NCU06985	583
NCU05356	559
NCU03114	266
NCU05269	707
NCU08626	640
NCU03073	397
NCU03345	698
NCU08040	542
NCU07929	359
NCU00937	559
NCU09325	761
NCU11721	388
NCU02421	713
NCU11257	581
NCU04129	336
NCU00340	722
NCU03887	626
NCU06228	234
NCU02132	101
NCU06426	137
NCU04743	854
NCU00585	602
NCU05522	170
NCU07872	938
NCU01231	519
NCU07951	332
NCU02608	356
NCU11628	83
NCU01460	108
NCU02287	546
NCU07820	500
NCU01154	466
NCU06202	1117
NCU09161	407
NCU07889	907
NCU01678	539
NCU09551	601
NCU02060	491
NCU11263	681
NCU07459	346
NCU06090	531
NCU05785	768
NCU00061	400
NCU06338	1923
NCU03752	278
NCU09217	384
NCU03269	449
NCU04021	1662
NCU03844	1884
NCU06073	700
NCU03426	712
NCU06299	246
NCU11469	117
NCU09480	291
NCU02743	327
NCU02393	352
NCU03859	366
NCU03095	563
NCU00231	794
NCU07370	175
NCU00747	235
NCU02797	521
NCU01833	2177
NCU03014	110
NCU09240	658
NCU05599	68
NCU08485	396
NCU02516	358
NCU11475	190
NCU02829	273
NCU02592	1029
NCU02225	1631
NCU04121	842
NCU10008	533
NCU06624	901
NCU06333	405
NCU03343	240
NCU05890	165
NCU07396	110
NCU06656	926
NCU05254	485
NCU11195	378
NCU03936	293
NCU09112	1260
NCU11638	236
NCU01109	134
NCU07892	143
NCU08825	344
NCU00762	390
NCU06632	181
NCU04090	1162
NCU00799	361
NCU01896	1009
NCU09033	971
NCU07887	410
NCU05502	1563
NCU02467	395
NCU11212	171
NCU00870	722
NCU09528	232
NCU12014	286
NCU01967	389
NCU07970	638
NCU09211	1160
NCU04807	691
NCU09261	221
NCU00181	597
NCU07684	641
NCU11415	624
NCU09335	798
NCU07879	544
NCU05384	446
NCU05343	645
NCU05782	614
NCU07576	416
NCU07923	768
NCU03030	669
NCU11743	260
NCU04584	172
NCU08140	118
NCU08126	577
NCU06174	271
NCU06487	484
NCU11455	674
NCU02725	984
NCU06245	710
NCU11208	702
NCU06041	639
NCU01570	792
NCU03011	632
NCU05634	1765
NCU08280	528
NCU02633	432
NCU02915	678
NCU09714	79
NCU03937	1262
NCU11402	130
NCU08006	727
NCU01158	1038
NCU09408	472
NCU07394	336
NCU08681	402
NCU02432	552
NCU09368	543
NCU09205	878
NCU03690	944
NCU08878	314
NCU06043	303
NCU02406	919
NCU03263	1493
NCU06375	428
NCU08971	143
NCU09877	398
NCU11902	119
NCU01666	330
NCU06329	1051
NCU06860	700
NCU08609	345
NCU00987	512
NCU06991	526
NCU01079	156
NCU03247	385
NCU06344	813
NCU06206	200
NCU02734	319
NCU00430	1018
NCU02801	209
NCU07342	204
NCU11580	1225
NCU01950	416
NCU06758	1168
NCU02813	434
NCU01397	328
NCU11545	636
NCU01132	553
NCU01893	391
NCU06180	549
NCU11478	160
NCU01902	177
NCU09973	176
NCU03004	379
NCU10107	173
NCU04990	489
NCU05643	508
NCU07865	868
NCU03237	536
NCU01689	316
NCU01883	525
NCU09824	815
NCU03793	492
NCU06934	608
NCU03335	359
NCU08627	87
NCU03036	885
NCU09424	548
NCU11733	568
NCU08449	875
NCU11337	63
NCU07668	584
NCU09055	89
NCU08421	429
NCU08314	141
NCU00797	357
NCU05022	204
NCU02691	195
NCU09881	366
NCU00434	619
NCU07286	173
NCU01150	745
NCU01650	201
NCU07902	250
NCU06666	537
NCU05831	373
NCU06446	489
NCU09866	1972
NCU04560	158
NCU08283	1265
NCU04729	719
NCU04658	119
NCU02572	937
NCU09815	631
NCU12153	59
NCU03121	908
NCU02340	296
NCU11443	138
NCU03599	260
NCU01328	686
NCU01063	208
NCU06173	806
NCU05292	439
NCU05730	227
NCU09127	423
NCU08736	408
NCU08022	599
NCU11181	189
NCU08038	253
NCU01182	144
NCU12157	151
NCU03093	104
NCU01401	340
NCU07759	340
NCU05830	657
NCU03566	296
NCU07309	527
NCU00456	151
NCU04533	207
NCU03427	122
NCU11375	167
NCU04484	632
NCU07997	341
NCU08712	584
NCU04456	634
NCU03403	950
NCU03266	671
NCU07262	604
NCU05530	336
NCU04308	159
NCU04103	138
NCU05836	591
NCU09207	898
NCU07768	371
NCU07921	105
NCU04746	219
NCU12108	370
NCU07987	457
NCU06646	72
NCU02222	316
NCU04824	779
NCU06684	613
NCU04214	90
NCU03048	423
NCU02117	172
NCU04338	163
NCU03209	426
NCU04061	185
NCU01466	970
NCU00324	823
NCU04802	234
NCU00442	824
NCU02873	811
NCU11744	480
NCU09758	1191
NCU00597	349
NCU11511	753
NCU03152	154
NCU06595	637
NCU06589	190
NCU02607	130
NCU08973	198
NCU03053	703
NCU05630	192
NCU11787	188
NCU02629	594
NCU04203	991
NCU07417	428
NCU02643	207
NCU00911	510
NCU04415	561
NCU06668	918
NCU04767	1225
NCU06279	474
NCU02705	369
NCU11546	182
NCU08614	198
NCU03105	569
NCU07740	630
NCU02957	486
NCU05603	1066
NCU03715	647
NCU11594	118
NCU01388	393
NCU07388	564
NCU12155	323
NCU09372	218
NCU01571	419
NCU07988	414
NCU00608	678
NCU04728	565
NCU04164	340
NCU08494	167
NCU02491	269
NCU03179	196
NCU01459	417
NCU02134	880
NCU04202	152
NCU08943	282
NCU09545	681
NCU04097	297
NCU07843	267
NCU02131	1744
NCU02973	348
NCU01838	357
NCU07960	595
NCU01842	774
NCU04593	544
NCU06675	683
NCU12169	279
NCU01247	1217
NCU08518	438
NCU01193	1365
NCU07173	184
NCU00359	309
NCU05639	250
NCU09537	879
NCU02495	572
NCU08427	389
NCU04195	507
NCU09222	116
NCU06937	170
NCU01589	574
NCU02223	836
NCU09804	759
NCU07395	680
NCU06331	448
NCU05967	548
NCU04485	720
NCU03555	870
NCU05557	1018
NCU00723	434
NCU06239	513
NCU09140	631
NCU09802	98
NCU07011	1057
NCU03880	534
NCU07284	992
NCU08868	701
NCU03083	458
NCU04227	365
NCU00376	427
NCU04672	531
NCU06434	253
NCU03433	386
NCU06306	907
NCU03618	658
NCU02712	305
NCU08897	476
NCU06543	433
NCU04182	390
NCU09800	398
NCU01395	501
NCU09314	576
NCU05605	393
NCU05726	677
NCU11870	691
NCU08935	522
NCU02970	121
NCU07367	390
NCU01342	216
NCU03851	305
NCU04099	400
NCU06129	404
NCU04742	496
NCU03719	781
NCU09087	799
NCU08680	137
NCU05417	606
NCU08391	722
NCU00772	808
NCU01419	338
NCU04013	533
NCU11760	180
NCU05817	311
NCU05601	346
NCU11981	104
NCU06797	84
NCU02235	956
NCU10282	2251
NCU01636	226
NCU05583	244
NCU06760	437
NCU06620	90
NCU00898	465
NCU02201	588
NCU03254	412
NCU00242	562
NCU01776	203
NCU05027	455
NCU01431	1817
NCU06516	860
NCU00680	565
NCU08608	685
NCU02547	276
NCU04326	983
NCU11848	232
NCU06491	342
NCU03928	1100
NCU01997	718
NCU06340	471
NCU03825	483
NCU01195	454
NCU04609	1150
NCU09236	316
NCU01041	440
NCU08748	591
NCU00740	845
NCU02515	895
NCU00936	536
NCU08666	342
NCU04383	1022
NCU09237	481
NCU04060	630
NCU03926	404
NCU04389	948
NCU09012	1559
NCU03420	105
NCU08875	1348
NCU00579	1238
NCU06622	252
NCU12009	561
NCU00170	784
NCU07070	676
NCU10715	471
NCU08869	1093
NCU05394	548
NCU00118	713
NCU06395	210
NCU04105	1655
NCU00576	494
NCU04476	382
NCU02387	1215
NCU01015	839
NCU07379	395
NCU02674	833
NCU07041	320
NCU01831	469
NCU05255	594
NCU06880	196
NCU02750	1335
NCU04822	107
NCU05542	210
NCU02615	421
NCU09923	774
NCU08826	743
NCU04293	379
NCU09791	910
NCU07281	561
NCU01646	760
NCU02967	237
NCU05950	158
NCU03460	359
NCU01294	839
NCU09560	228
NCU04676	266
NCU01759	322
NCU01971	373
NCU06761	576
NCU01321	602
NCU05554	214
NCU06483	650
NCU03488	397
NCU07311	203
NCU04669	744
NCU04249	154
NCU12125	160
NCU08003	690
NCU07989	143
NCU01356	541
NCU10186	438
NCU06932	650
NCU02701	706
NCU05651	144
NCU05568	123
NCU03323	228
NCU06667	114
NCU00753	444
NCU04954	424
NCU06498	344
NCU04242	1090
NCU03985	479
NCU06619	470
NCU07669	1101
NCU03261	208
NCU01643	1072
NCU00114	268
NCU06255	522
NCU04102	611
NCU12006	154
NCU01315	1655
NCU03085	68
NCU04425	778
NCU00040	1059
NCU03183	112
NCU04830	434
NCU00185	382
NCU04134	172
NCU03022	649
NCU06080	355
NCU06182	912
NCU04001	717
NCU06196	1053
NCU08163	192
NCU10866	274
NCU04078	501
NCU00167	707
NCU00218	181
NCU07483	756
NCU01021	369
NCU08938	468
NCU11723	277
NCU07456	255
NCU09014	264
NCU04497	383
NCU11812	179
NCU11553	122
NCU00655	433
NCU02748	320
NCU03785	1108
NCU05623	155
NCU01124	289
NCU04223	838
NCU01053	849
NCU02113	151
NCU02059	505
NCU06721	430
NCU01009	1422
NCU04545	743
NCU05242	1009
NCU10512	524
NCU00173	295
NCU04761	568
NCU06214	110
NCU04148	74
NCU03534	378
NCU08930	201
NCU05932	492
NCU01855	162
NCU12007	102
NCU09254	840
NCU00362	646
NCU09018	408
NCU09191	1097
NCU11756	172
NCU04117	799
NCU03954	461
NCU02809	702
NCU04810	617
NCU05974	364
NCU02603	394
NCU04359	574
NCU03564	883
NCU00704	183
NCU03016	367
NCU02624	531
NCU03379	1820
NCU04168	462
NCU02237	804
NCU02962	567
NCU02544	1078
NCU06495	93
NCU04417	327
NCU02929	732
NCU09247	716
NCU06102	353
NCU06459	798
NCU06507	332
NCU08153	629
NCU11959	358
NCU02965	766
NCU01963	813
NCU06737	747
NCU03649	612
NCU00526	604
NCU02133	154
NCU03607	388
NCU00736	486
NCU00876	717
NCU09079	764
NCU00930	90
NCU07429	250
NCU03648	859
NCU03229	526
NCU12036	158
NCU01703	495
NCU09313	880
NCU03623	166
NCU11284	1197
NCU01688	138
NCU03234	2156
NCU00745	84
NCU01307	211
NCU02251	155
NCU03938	740
NCU06190	1869
NCU01383	66
NCU00560	412
NCU03823	774
NCU06106	608
NCU01292	158
NCU04768	645
NCU04546	545
NCU05751	238
NCU01782	1081
NCU01698	62
NCU05790	1166
NCU08130	162
NCU04601	1040
NCU09705	350
NCU00919	781
NCU06023	173
NCU01032	470
NCU01230	441
NCU00155	1090
NCU05642	853
NCU10359	713
NCU03855	640
NCU06590	191
NCU11547	85
NCU02146	603
NCU05646	442
NCU04024	1466
NCU00483	289
NCU06963	797
NCU11255	835
NCU04762	492
NCU11861	1183
NCU02833	1421
NCU03593	615
NCU02942	354
NCU04288	357
NCU01598	298
NCU09263	207
NCU04088	1208
NCU10889	274
NCU08843	96
NCU03228	1057
NCU08470	161
NCU09075	96
NCU05302	591
NCU00164	1092
NCU07941	482
NCU05532	123
NCU09722	538
NCU01118	466
NCU06621	786
NCU00370	252
NCU02007	110
NCU05376	528
NCU08954	201
NCU04386	521
NCU01509	701
NCU05317	1484
NCU09828	112
NCU04307	198
NCU08844	739
NCU02395	303
NCU04046	282
NCU08330	290
NCU07482	449
NCU00729	251
NCU11043	248
NCU11600	112
NCU07448	452
NCU07170	263
NCU08174	582
NCU09322	765
NCU04096	829
NCU05410	461
NCU03914	903
NCU11059	112
NCU11565	302
NCU03029	623
NCU06990	1056
NCU02159	369
NCU01853	652
NCU09078	156
NCU09367	1948
NCU02168	342
NCU00248	160
NCU01862	404
NCU05613	281
NCU11554	122
NCU05551	299
NCU06553	141
NCU09332	774
NCU05232	751
NCU06065	1648
NCU02730	333
NCU10346	2592
NCU00698	472
NCU05010	711
NCU04388	177
NCU06740	96
NCU11806	234
NCU10914	571
NCU06598	953
NCU03264	771
NCU01173	198
NCU04079	1100
NCU07339	250
NCU09105	209
NCU06194	603
NCU04247	380
NCU11027	1063
NCU06714	951
NCU00931	609
NCU01795	355
NCU11198	350
NCU06780	642
NCU09095	212
NCU10951	104
NCU01450	82
NCU01434	154
NCU05541	379
NCU02904	393
NCU01757	606
NCU02366	784
NCU07688	1169
NCU09806	202
NCU08295	376
NCU08961	1047
NCU02655	454
NCU00968	500
NCU06593	576
NCU00450	674
NCU06235	572
NCU09239	259
NCU11351	381
NCU09676	425
NCU01784	608
NCU03188	556
NCU01019	790
NCU11642	481
NCU01473	449
NCU03608	402
NCU09738	420
NCU05697	721
NCU05008	134
NCU11827	281
NCU01255	939
NCU06121	336
NCU01455	682
NCU07399	412
NCU02944	486
NCU08020	1157
NCU04045	504
NCU00587	683
NCU09194	324
NCU11968	106
NCU00851	110
NCU10696	217
NCU03452	248
NCU10777	142
NCU03342	761
NCU09568	342
NCU04513	204
NCU04350	1819
NCU00976	481
NCU01913	535
NCU01745	800
NCU09732	430
NCU08351	88
NCU06515	579
NCU06680	1030
NCU00741	483
NCU03032	902
NCU01105	1750
NCU01979	342
NCU01606	220
NCU00804	73
NCU09192	259
NCU02876	94
NCU05273	668
NCU11655	315
NCU05345	295
NCU05536	1010
NCU01248	735
NCU04228	329
NCU08300	91
NCU01816	354
NCU04553	154
NCU03962	1542
NCU10387	659
NCU04382	684
NCU05358	349
NCU01214	677
NCU06363	605
NCU02913	882
NCU09266	583
NCU03485	366
NCU09795	609
NCU01066	696
NCU09371	203
NCU04632	893
NCU05628	154
NCU11345	470
NCU08468	1050
NCU11569	195
NCU01806	391
NCU04137	580
NCU04737	670
NCU00078	184
NCU04205	345
NCU07786	186
NCU01361	1073
NCU06025	321
NCU01595	445
NCU01653	192
NCU06799	1139
NCU11223	71
NCU02802	363
NCU11873	114
NCU01180	843
NCU07794	191
NCU07282	964
NCU04331	301
NCU06179	497
NCU09260	445
NCU01127	137
NCU01071	388
NCU09819	632
NCU07720	665
NCU09232	587
NCU02077	1009
NCU00988	537
NCU07913	91
NCU03207	419
NCU11593	461
NCU01273	497
NCU07758	117
NCU00160	75
NCU03765	753
NCU07998	441
NCU03602	458
NCU05945	408
NCU09111	506
NCU02053	1347
NCU04133	1072
NCU06587	310
NCU07562	92
NCU05387	476
NCU01314	123
NCU06024	359
NCU03446	288
NCU03243	564
NCU08021	1256
NCU01857	1294
NCU00953	509
NCU06422	562
NCU11658	352
NCU09255	148
NCU07938	637
NCU08652	667
NCU10933	349
NCU01149	263
NCU02492	268
NCU09220	678
NCU01476	781
NCU03451	84
NCU02097	340
NCU02538	208
NCU02214	1018
NCU06987	581
NCU00992	446
NCU01695	739
NCU07830	150
NCU06027	919
NCU03437	995
NCU09076	434
NCU00527	115
NCU07345	193
NCU07384	333
NCU05121	293
NCU08296	453
NCU00115	210
NCU06988	1362
NCU05889	443
NCU01835	138
NCU00096	236
NCU00571	208
NCU09143	99
NCU08018	290
NCU11574	136
NCU05539	150
NCU03661	861
NCU03940	133
NCU00869	991
NCU01074	495
NCU02755	488
NCU00338	459
NCU08270	1584
NCU06067	931
NCU04751	518
NCU09561	218
NCU05256	311
NCU05351	84
NCU05226	694
NCU07436	342
NCU08893	303
NCU06122	753
NCU03260	1166
NCU00973	419
NCU03592	1563
NCU06394	762
NCU11085	161
NCU01845	570
NCU10679	517
NCU08852	670
NCU04108	567
NCU04177	109
NCU01091	700
NCU06461	905
NCU07019	497
NCU02726	456
NCU08338	886
NCU05653	360
NCU00801	579
NCU06973	730
NCU06481	923
NCU08007	493
NCU05427	640
NCU03129	497
NCU06221	340
NCU00294	217
NCU06275	329
NCU04251	888
NCU01818	460
NCU03570	454
NCU05779	410
NCU02073	364
NCU04169	406
NCU11297	332
NCU00271	138
NCU03270	305
NCU09250	80
NCU06132	597
NCU06240	536
NCU02405	144
NCU00722	570
NCU05869	245
NCU00360	288
NCU02923	254
NCU02420	867
NCU09733	476
NCU09794	357
NCU12023	144
NCU00535	272
NCU07287	226
NCU02265	989
NCU09699	239
NCU05265	969
NCU07275	368
NCU02838	178
NCU11749	605
NCU04607	514
NCU04757	1071
NCU06746	375
NCU11966	220
NCU02178	1638
NCU06040	541
NCU00488	624
NCU06695	148
NCU03659	407
NCU08171	381
NCU08622	145
NCU04538	1252
NCU00035	541
NCU12050	129
NCU06118	775
NCU10226	135
NCU09084	119
NCU11222	654
NCU06552	442
NCU02190	400
NCU04325	760
NCU02275	206
NCU11356	338
NCU02576	894
NCU12143	397
NCU06285	925
NCU00407	689
NCU00065	629
NCU11146	557
NCU01510	1281
NCU03115	888
NCU04510	326
NCU10034	214
NCU03092	428
NCU03665	122
NCU08848	900
NCU01340	215
NCU11977	181
NCU03415	494
NCU03320	550
NCU06967	549
NCU05314	574
NCU07449	118
NCU02700	407
NCU03265	444
NCU01241	706
NCU04196	506
NCU11752	529
NCU01223	160
NCU03686	644
NCU04433	819
NCU00187	315
NCU06499	1141
NCU03796	384
NCU02886	396
NCU09209	716
NCU01054	285
NCU05520	135
NCU07812	464
NCU01277	416
NCU02509	174
NCU01188	238
NCU02215	786
NCU10063	388
NCU02021	188
NCU04086	341
NCU01655	273
NCU05633	431
NCU02796	663
NCU00792	413
NCU02948	205
NCU00788	799
NCU00416	295
NCU05263	137
NCU07779	793
NCU11176	854
NCU00392	577
NCU11543	181
NCU06486	682
NCU00845	447
NCU07465	382
NCU08859	310
NCU02032	824
NCU04986	738
NCU00725	521
NCU05629	206
NCU04142	705
NCU12022	445
NCU08512	787
NCU02890	228
NCU11617	154
NCU04627	349
NCU05732	270
NCU02839	533
NCU02682	234
NCU06120	166
NCU10457	355
NCU09138	310
NCU00705	275
NCU08947	107
NCU11732	187
NCU02560	370
NCU03968	404
NCU02003	460
NCU03364	917
NCU08370	630
NCU00891	383
NCU01840	869
NCU00955	591
NCU04486	102
NCU03909	302
NCU02554	1652
NCU08146	329
NCU00817	679
NCU02563	298
NCU11234	449
NCU03800	209
NCU00192	127
NCU09445	394
NCU06056	605
NCU00509	417
NCU04744	376
NCU02087	644
NCU01027	263
NCU04189	532
NCU05203	403
NCU09471	723
NCU02126	482
NCU06522	560
NCU02399	624
NCU04552	119
NCU00019	688
NCU04586	107
NCU05936	979
NCU09899	516
NCU02928	1180
NCU01679	623
NCU12026	176
NCU11512	83
NCU07696	76
NCU01075	335
NCU10852	628
NCU02262	326
NCU00299	279
NCU11937	61
NCU09137	613
NCU06959	761
NCU00093	177
NCU04358	803
NCU00355	719
NCU11030	499
NCU07571	1224
NCU03727	1105
NCU00530	100
NCU09982	550
NCU04777	497
NCU07589	191
NCU02897	1057
NCU02500	299
NCU03783	772
NCU01358	560
NCU00618	82
NCU04775	282
NCU06648	945
NCU00311	620
NCU01202	274
NCU06376	607
NCU04500	428
NCU05276	314
NCU01083	503
NCU02996	731
NCU11757	306
NCU04160	360
NCU03558	78
NCU04403	390
NCU06768	249
NCU04498	498
NCU09969	1276
NCU07983	105
NCU12019	885
NCU03808	1258
NCU04298	760
NCU00502	241
NCU11331	427
NCU01982	479
NCU04547	583
NCU04539	456
NCU06530	330
NCU08667	411
NCU04618	1110
NCU08375	99
NCU07404	1089
NCU01136	267
NCU09328	590
NCU00132	233
NCU10284	497
NCU03268	251
NCU04327	882
NCU02037	387
NCU10582	355
NCU06119	309
NCU11987	137
NCU04596	333
NCU01400	74
NCU02902	395
NCU11731	271
NCU07419	511
NCU00079	190
NCU06205	604
NCU06237	263
NCU06807	424
NCU11046	272
NCU06754	888
NCU03740	941
NCU09667	84
NCU07893	591
NCU11813	259
NCU04447	112
NCU11583	187
NCU04446	530
NCU11464	140
NCU11622	127
NCU02147	649
NCU12034	108
NCU08687	536
NCU03187	858
NCU11988	154
NCU09929	281
NCU07724	634
NCU06337	697
NCU05300	622
NCU06223	512
NCU12139	112
NCU04139	221
NCU08870	164
NCU01637	489
NCU06961	459
NCU06051	369
NCU08662	593
NCU06417	394
NCU04315	333
NCU08348	676
NCU00559	728
NCU01162	457
NCU01309	540
NCU05978	796
NCU00064	799
NCU07991	299
NCU07354	319
NCU03732	371
NCU01374	326
NCU11275	89
NCU01480	562
NCU03428	425
NCU12058	428
NCU11837	310
NCU01073	133
NCU05823	259
NCU05234	213
NCU09213	420
NCU00475	156
NCU11578	304
NCU09380	679
NCU04299	537
NCU10503	187
NCU03155	165
NCU06645	437
NCU06878	248
NCU03560	624
NCU01608	631
NCU11671	257
NCU09978	555
NCU01096	116
NCU07805	585
NCU01767	622
NCU06316	502
NCU11457	431
NCU07861	597
NCU11235	928
NCU02436	91
NCU06777	275
NCU00708	210
NCU05028	912
NCU04575	580
NCU12163	99
NCU00907	132
NCU04592	296
NCU11456	94
NCU06116	251
NCU08045	965
NCU11098	588
NCU11530	79
NCU02070	639
NCU02204	265
NCU00057	368
NCU11271	459
NCU08360	668
NCU02401	707
NCU08043	134
NCU01043	99
NCU06476	194
NCU09756	784
NCU03313	169
NCU06114	69
NCU09503	1048
NCU09390	282
NCU02616	609
NCU02619	737
NCU00529	82
NCU06113	297
NCU11598	579
NCU08125	167
NCU01425	278
NCU00742	524
NCU08469	448
NCU09743	594
NCU06091	349
NCU11454	845
NCU07380	591
NCU10301	136
NCU05935	540
NCU04556	453
NCU11765	385
NCU08892	410
NCU06911	187
NCU07325	86
NCU00578	163
NCU05718	944
NCU04039	185
NCU03698	517
NCU07765	289
NCU03862	338
NCU04347	253
NCU09294	615
NCU07452	434
NCU05492	558
NCU05236	114
NCU04670	646
NCU00301	627
NCU05235	226
NCU00193	664
NCU03362	316
NCU03877	941
NCU03344	337
NCU01104	695
NCU04549	225
NCU09702	488
NCU02540	339
NCU08975	195
NCU01235	501
NCU07294	346
NCU00455	480
NCU11859	96
NCU03367	734
NCU03614	106
NCU01944	607
NCU11847	260
NCU01520	77
NCU04974	126
NCU03376	417
NCU02686	532
NCU06678	1450
NCU02935	207
NCU06409	723
NCU01399	282
NCU03181	432
NCU00860	439
NCU04332	343
NCU02157	347
NCU05649	348
NCU06037	158
NCU00074	183
NCU02752	1028
NCU01536	108
NCU00298	510
NCU07664	234
NCU09253	950
NCU09499	966
NCU06300	215
NCU05773	702
NCU00145	155
NCU08616	1234
NCU02761	117
NCU01229	571
NCU04337	381
NCU11851	261
NCU03626	435
NCU07001	505
NCU06021	421
NCU01856	580
NCU02683	738
NCU09118	923
NCU05293	548
NCU00005	609
NCU11312	630
NCU11398	540
NCU04943	264
NCU11797	329
NCU09124	410
NCU00847	355
NCU11230	653
NCU04537	539
NCU08872	455
NCU03078	158
NCU11213	364
NCU04432	179
NCU02964	432
NCU03147	125
NCU00593	490
NCU01649	287
NCU08669	467
NCU09860	831
NCU01824	517
NCU00292	717
NCU03221	274
NCU11694	159
NCU08333	516
NCU01050	238
NCU04280	809
NCU06471	332
NCU05570	111
NCU04816	92
NCU02496	435
NCU01888	531
NCU00581	348
NCU00761	557
NCU03203	274
NCU08861	447
NCU02425	602
NCU11269	131
NCU12156	112
NCU02391	950
NCU02175	674
NCU10618	155
NCU01927	544
NCU01972	377
NCU02229	201
NCU02533	378
NCU06927	465
NCU00041	93
NCU11811	294
NCU00319	242
NCU09315	718
NCU07453	353
NCU05723	1196
NCU10274	155
NCU04555	254
NCU02138	265
NCU06779	556
NCU12140	381
NCU02342	102
NCU06658	482
NCU09797	87
NCU06231	688
NCU00572	494
NCU01115	633
NCU06423	559
NCU03588	324
NCU11528	116
NCU05202	360
NCU01051	295
NCU11729	182
NCU00653	588
NCU09685	150
NCU04440	1019
NCU04405	154
NCU05279	221
NCU07288	126
NCU02014	426
NCU02254	363
NCU06335	331
NCU00737	267
NCU03001	552
NCU01670	186
NCU06232	368
NCU07176	397
NCU07752	279
NCU03482	458
NCU05947	127
NCU07869	515
NCU02025	438
NCU09880	85
NCU01472	1497
NCU11643	166
NCU06993	581
NCU04114	71
NCU08722	145
NCU11535	96
NCU02153	554
NCU07916	627
NCU03699	555
NCU03458	934
NCU05982	343
NCU04479	402
NCU01489	145
NCU09745	350
NCU03604	76
NCU02946	371
NCU09688	448
NCU09970	206
NCU02488	188
NCU02779	247
NCU04036	125
NCU00389	368
NCU02818	210
NCU07905	656
NCU08294	1083
NCU08886	407
NCU07957	550
NCU05966	603
NCU07761	375
NCU06061	433
NCU01988	174
NCU06640	82
NCU07454	186
NCU11041	444
NCU01550	278
NCU02046	573
NCU05504	220
NCU10125	172
NCU06364	353
NCU02385	360
NCU06310	422
NCU02956	504
NCU04316	659
NCU07438	636
NCU07254	278
NCU11786	380
NCU11735	584
NCU06046	192
NCU04034	351
NCU03414	122
NCU11175	829
NCU01880	480
NCU06058	327
NCU03052	199
NCU07381	1031
NCU01016	233
NCU05528	79
NCU10161	141
NCU09996	230
NCU02071	304
NCU01213	245
NCU08387	299
NCU06055	433
NCU07904	302
NCU04494	315
NCU03932	369
NCU08037	116
NCU11473	408
NCU10010	356
NCU06412	413
NCU00027	223
NCU04841	745
NCU10789	864
NCU12060	180
NCU02301	191
NCU01614	90
NCU06130	244
NCU10468	469
NCU07773	309
NCU11641	92
NCU08729	245
NCU10351	472
NCU08359	182
NCU01488	271
NCU11964	115
NCU01791	235
NCU04064	651
NCU06743	163
NCU06774	1089
NCU00400	960
NCU00577	398
NCU02334	200
NCU00297	110
NCU00604	503
NCU04038	389
NCU04106	355
NCU01080	508
NCU03289	186
NCU03211	361
NCU03929	697
NCU05586	363
NCU08350	301
NCU05580	531
NCU06039	592
NCU02812	343
NCU02969	294
NCU01076	185
NCU08478	388
NCU04127	70
NCU05742	102
NCU03949	378
NCU07413	159
NCU06551	374
NCU00099	54
NCU07862	358
NCU06107	114
NCU09888	468
NCU00147	178
NCU00445	1115
NCU03911	273
NCU10954	97
NCU05312	163
NCU05686	477
NCU11438	643
NCU01516	238
NCU07707	1229
NCU09193	414
NCU04563	136
NCU02317	110
NCU00184	384
NCU09968	1281
NCU07840	879
NCU01403	450
NCU08492	137
NCU03438	205
NCU11801	460
NCU07747	128
NCU07963	317
NCU01253	467
NCU08998	515
NCU00003	220
NCU02917	203
NCU03563	644
NCU03983	255
NCU01000	599
NCU03242	892
NCU01396	113
NCU03640	141
NCU04946	184
NCU07416	422
NCU05306	315
NCU08711	148
NCU02291	436
NCU06062	446
NCU06979	351
NCU03839	392
NCU04776	418
NCU04574	526
NCU03898	225
NCU03372	458
NCU01877	280
NCU02224	552
NCU01100	433
NCU00795	575
NCU08455	166
NCU05243	601
NCU03368	97
NCU09677	529
NCU02149	132
NCU12008	110
NCU01301	209
NCU02641	428
NCU00371	238
NCU06550	308
NCU06260	402
NCU01875	110
NCU08030	152
NCU00520	663
NCU03306	120
NCU08864	566
NCU00550	1007
NCU11602	209
NCU06156	140
NCU00011	100
NCU09071	701
NCU12130	554
NCU06792	346
NCU11930	701
NCU06293	254
