Locus	Supercontig	Start	Stop	Strand	NaN	Gene Name	Ontology Term ID	Ontology Term Name	Protein Family
NCU09312	supercont10.1	4287739	4289705	+	1556.44444444444	"di-trans	poly-cis-decaprenylcistransferase"			
NCU11395	supercont10.7	3790049	3791821	+	1551.16	S-(hydroxymethyl)glutathione dehydrogenase			
NCU11306	supercont10.7	126380	128636	+	1549.63333333333	cytochrome P450 2C30			
NCU05005	supercont10.6	4115993	4117080	+	1549.5	HHE domain-containing protein			
NCU12076	supercont10.7	3469408	3471609	+	1549.34482758621	glycylpeptide N-tetradecanoyltransferase			
NCU03957	supercont10.6	2392285	2393539	-	1549.1	COQ7			
NCU09760	supercont10.2	4317404	4321839	+	1548.82352941176	hypothetical protein			
NCU10069	supercont10.1	4334063	4334927	-	1548.75	hypothetical protein			
NCU07616	supercont10.4	265462	265918	+	1547.33333333333	hypothetical protein			
NCU03288	supercont10.1	5183620	5185326	+	1545.625	hypothetical protein	"GO:0043331	GO:0043331"	"response to dsRNA	response to dsRNA"	
NCU11380	supercont10.7	749425	751162	+	1542.91666666667	hypothetical protein			
NCU01082	supercont10.5	2853944	2855514	-	1541.21739130435	hypothetical protein			
NCU08228	supercont10.3	4700088	4702749	+	1540.91176470588	UDP-glucose dehydrogenase			
NCU00379	supercont10.3	3641950	3643965	+	1540.7037037037	hypothetical protein			
NCU09597	supercont10.2	92166	93072	-	1539	hypothetical protein			
NCU12089	supercont10.7	4048698	4052816	+	1536.69387755102	hypothetical protein			
NCU06070	supercont10.7	2345399	2345884	+	1535.66666666667	hypothetical protein			
NCU07031	supercont10.4	4974721	4975569	-	1534.06666666667	hypothetical protein			
NCU03969	supercont10.6	2356590	2357129	+	1533.53846153846	hypothetical protein			
NCU11431	supercont10.1	226935	227879	-	1532.5625	hypothetical protein			
NCU07408	supercont10.1	6039660	6041369	+	1532.29166666667	60S ribosomal protein P0	"GO:0003735	GO:0003735	GO:0006412	GO:0022625	GO:0022625	GO:0003735	GO:0006412	GO:0000027	GO:0003735	GO:0006412	GO:0022625	GO:0000027	GO:0000027	GO:0006412	GO:0003735	GO:0006412	GO:0022625	GO:0000027	GO:0000027	GO:0022625"	"structural constituent of ribosome	structural constituent of ribosome	translation	cytosolic large ribosomal subunit	cytosolic large ribosomal subunit	structural constituent of ribosome	translation	ribosomal large subunit assembly	structural constituent of ribosome	translation	cytosolic large ribosomal subunit	ribosomal large subunit assembly	ribosomal large subunit assembly	translation	structural constituent of ribosome	translation	cytosolic large ribosomal subunit	ribosomal large subunit assembly	ribosomal large subunit assembly	cytosolic large ribosomal subunit"	
NCU07154	supercont10.5	6406164	6407816	+	1532.25	yippee family protein			
NCU11904	supercont10.3	5161510	5162471	-	1531.125	hypothetical protein			
NCU04069	supercont10.6	1996646	1998020	+	1526.33333333333	3'-phosphoadenosine 5'-phosphatase isoform B			
NCU00143	supercont10.3	2777897	2778568	-	1525.14285714286	hypothetical protein			
NCU05758	supercont10.7	526200	527900	-	1524.32	pheromone receptor			
NCU07782	supercont10.5	316386	318154	+	1523.4	hypothetical protein			
NCU09147	supercont10.3	157124	158491	-	1522.85	hypothetical protein			
NCU04909	supercont10.4	701582	703066	+	1519.72727272727	hypothetical protein			
NCU02303	supercont10.7	1257720	1258557	-	1515.86666666667	hypothetical protein			
NCU02043	supercont10.1	1577640	1578662	+	1514.35294117647	UPF0326 protein hag1			
NCU04857	supercont10.4	488304	489939	+	1514.04347826087	2-hydroxyacid dehydrogenase			
NCU05004	supercont10.6	4117160	4118515	-	1511.14285714286	hypothetical protein			
NCU12134	supercont10.6	1448322	1449416	+	1510.16666666667	hypothetical protein			
NCU02027	supercont10.1	1632412	1633527	+	1508.88888888889	acyl-protein thioesterase 1			
NCU00013	supercont10.3	2282649	2283238	-	1502.38461538462	hypothetical protein			
NCU05611	supercont10.6	1327665	1328743	+	1500.66666666667	hypothetical protein			
NCU04963	supercont10.4	872242	874450	+	1499.37931034483	high-affinity glucose transporter	"GO:0009416	GO:0009416"	"response to light stimulus	response to light stimulus"	
NCU11220	supercont10.6	4008514	4010550	-	1498.44444444444	A/G-specific adenine glycosylase			
NCU08845	supercont10.4	5040718	5041401	-	1498	hypothetical protein			
NCU10169	supercont10.3	4156526	4157759	-	1497.78947368421	hypothetical protein			
NCU00126	supercont10.3	2711693	2713121	-	1497.27272727273	hypothetical protein			
NCU00842	supercont10.1	6987125	6987802	-	1496	hypothetical protein			
NCU08990	supercont10.3	4147630	4148895	+	1493.94736842105	60S ribosomal protein L39	"GO:0003723	GO:0022625	GO:0003735	GO:0022625	GO:0006412	GO:0003723	GO:0003735	GO:0006412	GO:0003735	GO:0022625	GO:0003723	GO:0006412	GO:0003735	GO:0022625	GO:0003723	GO:0006412	GO:0003735	GO:0022625	GO:0003723	GO:0006412"	"RNA binding	cytosolic large ribosomal subunit	structural constituent of ribosome	cytosolic large ribosomal subunit	translation	RNA binding	structural constituent of ribosome	translation	structural constituent of ribosome	cytosolic large ribosomal subunit	RNA binding	translation	structural constituent of ribosome	cytosolic large ribosomal subunit	RNA binding	translation	structural constituent of ribosome	cytosolic large ribosomal subunit	RNA binding	translation"	
NCU05075	supercont10.6	3822885	3824374	-	1491.63636363636	mitochondrial tricarboxylate transporter			
NCU12001	supercont10.7	144174	144645	-	1490.83333333333	hypothetical protein			
NCU05526	supercont10.6	1614993	1617386	-	1490.1935483871	lysine-5	"GO:0005634	GO:0019878	GO:0005634	GO:0005634	GO:0004410	GO:0019878	GO:0005739	GO:0005739	GO:0005634	GO:0019878	GO:0004410	GO:0004410	GO:0005739	GO:0019878	GO:0005739	GO:0005739	GO:0004410	GO:0019878	GO:0005634	GO:0004410"	"nucleus	lysine biosynthetic process via aminoadipic acid	nucleus	nucleus	homocitrate synthase activity	lysine biosynthetic process via aminoadipic acid	mitochondrion	mitochondrion	nucleus	lysine biosynthetic process via aminoadipic acid	homocitrate synthase activity	homocitrate synthase activity	mitochondrion	lysine biosynthetic process via aminoadipic acid	mitochondrion	mitochondrion	homocitrate synthase activity	lysine biosynthetic process via aminoadipic acid	nucleus	homocitrate synthase activity"	
NCU04947	supercont10.4	831063	835957	-	1490.10714285714	LysM domain-containing protein			
NCU04511	supercont10.4	3136033	3138878	+	1486.91428571429	bud site selection protein 7			
NCU04832	supercont10.6	989576	991454	+	1485.19230769231	2-dehydropantoate 2-reductase			
NCU07517	supercont10.3	4543887	4545698	+	1485.12	hypothetical protein			
NCU03077	supercont10.1	4466741	4469199	+	1484.83870967742	hypothetical protein			
NCU07555	supercont10.3	4380500	4381209	+	1484.13333333333	hypothetical protein			
NCU06776	supercont10.2	1965448	1967810	+	1478.90322580645	hypothetical protein			
NCU07155	supercont10.5	6403231	6405076	-	1478.08	ornithine decarboxylase antizyme			
NCU11886	supercont10.3	4100802	4101266	-	1477.45454545455	hypothetical protein			
NCU11449	supercont10.1	1235503	1237073	-	1476.90909090909	hypothetical protein			
NCU12120	supercont10.6	754901	756558	-	1475.16666666667	hypothetical protein			
NCU07156	supercont10.5	6401410	6403329	+	1475.07692307692	imidazole glycerol phosphate synthase hisHF	"GO:0009127	GO:0000107	GO:0000105	GO:0005622	GO:0000107	GO:0005622	GO:0000107	GO:0009127	GO:0009127	GO:0009127	GO:0005622	GO:0000105	GO:0005622	GO:0000105	GO:0000107	GO:0009127	GO:0000105	GO:0005622	GO:0000105	GO:0000107"	"purine nucleoside monophosphate biosynthetic process	imidazoleglycerol-phosphate synthase activity	histidine biosynthetic process	intracellular	imidazoleglycerol-phosphate synthase activity	intracellular	imidazoleglycerol-phosphate synthase activity	purine nucleoside monophosphate biosynthetic process	purine nucleoside monophosphate biosynthetic process	purine nucleoside monophosphate biosynthetic process	intracellular	histidine biosynthetic process	intracellular	histidine biosynthetic process	imidazoleglycerol-phosphate synthase activity	purine nucleoside monophosphate biosynthetic process	histidine biosynthetic process	intracellular	histidine biosynthetic process	imidazoleglycerol-phosphate synthase activity"	
NCU05755	supercont10.7	533611	534486	+	1475.06666666667	hypothetical protein			
NCU02282	supercont10.7	1181027	1182506	-	1474.27272727273	aureobasidin-resistance protein			
NCU05760	supercont10.7	522468	523166	+	1470.78571428571	hypothetical protein			
NCU01858	supercont10.1	2235326	2236713	+	1468.71428571429	chromosome segregation in meiosis protein 3			
NCU05000	supercont10.6	4134889	4138121	+	1467.825	hypothetical protein			
NCU10245	supercont10.2	4022392	4024482	+	1467.5	hypothetical protein			
NCU05663	supercont10.3	402181	403426	+	1466.6	hypothetical protein			
NCU03205	supercont10.1	4903603	4904920	+	1465.4	hypothetical protein			
NCU08071	supercont10.1	173500	174822	+	1464.80952380952	cytochrome-21			
NCU05766	supercont10.7	503096	504480	-	1463.7619047619	hypothetical protein			
NCU00777	supercont10.1	7209521	7210712	+	1463.73684210526	methyltransferase	"GO:0000154	GO:0005737	GO:0000447	GO:0000056	GO:0016435	GO:0005737	GO:0005634	GO:0005634	GO:0005634	GO:0005634	GO:0000154	GO:0005737	GO:0000447	GO:0000056	GO:0000056	GO:0000056	GO:0016435	GO:0000447	GO:0000154	GO:0000056	GO:0016435	GO:0005634	GO:0005634	GO:0005737	GO:0000154	GO:0005737	GO:0000154	GO:0005737	GO:0005737	GO:0016435	GO:0016435	GO:0016435	GO:0000154	GO:0000447	GO:0000154	GO:0005634	GO:0016435	GO:0000447	GO:0000056	GO:0000056	GO:0000447	GO:0000447"	"rRNA modification	cytoplasm	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	ribosomal small subunit export from nucleus	rRNA (guanine) methyltransferase activity	cytoplasm	nucleus	nucleus	nucleus	nucleus	rRNA modification	cytoplasm	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	ribosomal small subunit export from nucleus	ribosomal small subunit export from nucleus	ribosomal small subunit export from nucleus	rRNA (guanine) methyltransferase activity	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	rRNA modification	ribosomal small subunit export from nucleus	rRNA (guanine) methyltransferase activity	nucleus	nucleus	cytoplasm	rRNA modification	cytoplasm	rRNA modification	cytoplasm	cytoplasm	rRNA (guanine) methyltransferase activity	rRNA (guanine) methyltransferase activity	rRNA (guanine) methyltransferase activity	rRNA modification	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	rRNA modification	nucleus	rRNA (guanine) methyltransferase activity	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	ribosomal small subunit export from nucleus	ribosomal small subunit export from nucleus	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA	 5.8S rRNA	 LSU-rRNA)"	
NCU03553	supercont10.2	254616	255456	+	1463.53333333333	hypothetical protein			
NCU11734	supercont10.4	2102877	2103915	+	1463.16666666667	hypothetical protein			
NCU05127	supercont10.6	3660296	3661651	-	1462	D-alanyl-alanine synthetase A			
NCU06060	supercont10.7	2308614	2309979	+	1460.8	hypothetical protein			
NCU09617	supercont10.2	41526	42883	-	1460.65	hypothetical protein			
NCU03516	supercont10.2	407933	409005	-	1459.44444444444	mitochondrial ribosomal protein subunit L32	"GO:0003735	GO:0006412	GO:0005762	GO:0006412	GO:0005762	GO:0003735	GO:0005762	GO:0006412	GO:0006412	GO:0003735	GO:0005762	GO:0003735"	"structural constituent of ribosome	translation	mitochondrial large ribosomal subunit	translation	mitochondrial large ribosomal subunit	structural constituent of ribosome	mitochondrial large ribosomal subunit	translation	translation	structural constituent of ribosome	mitochondrial large ribosomal subunit	structural constituent of ribosome"	
NCU00030	supercont10.3	2347714	2349096	+	1459.4	mitochondrial nuclease	"GO:0006401	GO:0004540	GO:0004520	GO:0005743	GO:0006308	GO:0006308	GO:0006401	GO:0006915	GO:0005634	GO:0005743	GO:0004540	GO:0004540	GO:0005743	GO:0006915	GO:0006308	GO:0004540	GO:0005739	GO:0006915	GO:0006401	GO:0004520	GO:0004529	GO:0005739	GO:0005634	GO:0004520	GO:0006401	GO:0006308	GO:0004529	GO:0004520	GO:0006915	GO:0005634	GO:0006308	GO:0004529	GO:0005743	GO:0006401	GO:0004540	GO:0006915	GO:0006915	GO:0004529	GO:0005634	GO:0005739	GO:0004520	GO:0004540	GO:0004540	GO:0005634	GO:0004520	GO:0004529	GO:0006915	GO:0004540	GO:0004529	GO:0006401	GO:0005739	GO:0006308	GO:0005743	GO:0005743	GO:0005634	GO:0006308	GO:0005739	GO:0005739	GO:0006915	GO:0006401	GO:0004540	GO:0005634	GO:0004520	GO:0004520	GO:0004529	GO:0005634	GO:0005634	GO:0005739	GO:0004529	GO:0006401	GO:0006308	GO:0006915	GO:0006915	GO:0004540	GO:0005743	GO:0006308	GO:0005739	GO:0005739	GO:0006401	GO:0004529	GO:0005743	GO:0005743	GO:0004529	GO:0005743	GO:0006401	GO:0004520	GO:0004520	GO:0005634	GO:0005739	GO:0006308"	"RNA catabolic process	ribonuclease activity	endodeoxyribonuclease activity	mitochondrial inner membrane	DNA catabolic process	DNA catabolic process	RNA catabolic process	apoptosis	nucleus	mitochondrial inner membrane	ribonuclease activity	ribonuclease activity	mitochondrial inner membrane	apoptosis	DNA catabolic process	ribonuclease activity	mitochondrion	apoptosis	RNA catabolic process	endodeoxyribonuclease activity	exodeoxyribonuclease activity	mitochondrion	nucleus	endodeoxyribonuclease activity	RNA catabolic process	DNA catabolic process	exodeoxyribonuclease activity	endodeoxyribonuclease activity	apoptosis	nucleus	DNA catabolic process	exodeoxyribonuclease activity	mitochondrial inner membrane	RNA catabolic process	ribonuclease activity	apoptosis	apoptosis	exodeoxyribonuclease activity	nucleus	mitochondrion	endodeoxyribonuclease activity	ribonuclease activity	ribonuclease activity	nucleus	endodeoxyribonuclease activity	exodeoxyribonuclease activity	apoptosis	ribonuclease activity	exodeoxyribonuclease activity	RNA catabolic process	mitochondrion	DNA catabolic process	mitochondrial inner membrane	mitochondrial inner membrane	nucleus	DNA catabolic process	mitochondrion	mitochondrion	apoptosis	RNA catabolic process	ribonuclease activity	nucleus	endodeoxyribonuclease activity	endodeoxyribonuclease activity	exodeoxyribonuclease activity	nucleus	nucleus	mitochondrion	exodeoxyribonuclease activity	RNA catabolic process	DNA catabolic process	apoptosis	apoptosis	ribonuclease activity	mitochondrial inner membrane	DNA catabolic process	mitochondrion	mitochondrion	RNA catabolic process	exodeoxyribonuclease activity	mitochondrial inner membrane	mitochondrial inner membrane	exodeoxyribonuclease activity	mitochondrial inner membrane	RNA catabolic process	endodeoxyribonuclease activity	endodeoxyribonuclease activity	nucleus	mitochondrion	DNA catabolic process"	
NCU11500	supercont10.1	4497183	4497570	-	1457.81818181818	glutaredoxin domain-containing protein			
NCU00176	supercont10.3	2907008	2907752	+	1456.21428571429	hypothetical protein			
NCU11445	supercont10.1	1031190	1031840	+	1455.42857142857	hypothetical protein			
NCU03774	supercont10.5	2371536	2372890	-	1454.85	hypothetical protein			
NCU08635	supercont10.1	9666967	9667559	+	1454.23076923077	hypothetical protein			
NCU03611	supercont10.5	1835248	1839167	-	1453.82608695652	chitin synthase			
NCU04928	supercont10.4	773886	775168	-	1453.5	hypothetical protein			
NCU05884	supercont10.7	93835	95514	+	1453.5	MFS transporter Seo1			
NCU02523	supercont10.1	2609022	2610331	+	1452	hypothetical protein			
NCU05928	supercont10.6	3436984	3438174	+	1451.84210526316	hypothetical protein			
NCU11683	supercont10.5	5824139	5824836	-	1451.28571428571	hypothetical protein			
NCU11555	supercont10.1	8010563	8011377	-	1450.93333333333	hypothetical protein			
NCU07204	supercont10.5	6250705	6251866	+	1450.66666666667	hypothetical protein			
NCU04866	supercont10.4	536988	539514	-	1450.30303030303	hypothetical protein			
NCU09345	supercont10.2	4177719	4179566	+	1450.04	no message in thiamine-1	"GO:0030448	GO:0010266	GO:0030448	GO:0009228	GO:0009228	GO:0030448	GO:0010034	GO:0009268	GO:0010266	GO:0030976	GO:0010034	GO:0009268	GO:0009228	GO:0030448	GO:0009268	GO:0009228	GO:0030976	GO:0010266	GO:0009268	GO:0010034	GO:0030448	GO:0030976	GO:0010266	GO:0010034	GO:0030976	GO:0010266	GO:0009268	GO:0010034	GO:0030976	GO:0009228	GO:0010266	GO:0009268	GO:0030976	GO:0010034	GO:0010266	GO:0030448	GO:0009228	GO:0009268	GO:0030976	GO:0010034	GO:0030448	GO:0009228"	"hyphal growth	response to vitamin B1	hyphal growth	thiamin biosynthetic process	thiamin biosynthetic process	hyphal growth	response to acetate	response to pH	response to vitamin B1	thiamin pyrophosphate binding	response to acetate	response to pH	thiamin biosynthetic process	hyphal growth	response to pH	thiamin biosynthetic process	thiamin pyrophosphate binding	response to vitamin B1	response to pH	response to acetate	hyphal growth	thiamin pyrophosphate binding	response to vitamin B1	response to acetate	thiamin pyrophosphate binding	response to vitamin B1	response to pH	response to acetate	thiamin pyrophosphate binding	thiamin biosynthetic process	response to vitamin B1	response to pH	thiamin pyrophosphate binding	response to acetate	response to vitamin B1	hyphal growth	thiamin biosynthetic process	response to pH	thiamin pyrophosphate binding	response to acetate	hyphal growth	thiamin biosynthetic process"	
